role_kind,role,pack_id,status,question_key,resume_section,resume_row,experience_gate,min_tier,judgement_call,reason
vmc_milling,CNC Machining Centre (VMC),qp_vmc_milling,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
vmc_milling,CNC Machining Centre (VMC),qp_vmc_milling,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,grinding_experience,,(tier gate — not printed),,easy,,R1: tier gate.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,grinding_machine,"MACHINES, WHEELS & CAPABILITY",Machines,,easy,,R2: primary machines and the headline field.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,grinding_type,,(not printed — matching data),,medium,J5,"The CNC-or-conventional qualifier. It is printed nowhere, so it stays out of Easy."
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,controller_brand,"MACHINES, WHEELS & CAPABILITY",Controllers,,medium,J4,"R4: a secondary chip. A grinder's headline is his machines, not his controllers. Under the rank-21/22 reading it would be Easy."
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,material_worked,"MACHINES, WHEELS & CAPABILITY",Materials,,medium,,R4: materials.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,wheel_type,"MACHINES, WHEELS & CAPABILITY",Wheels dressed,,medium,J4,R4: day-to-day grinding competence. Under the section-title reading it would be Easy.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,measuring_tools,"MACHINES, WHEELS & CAPABILITY",Measuring instruments,,medium,,R4.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,drawing_reading,"MACHINES, WHEELS & CAPABILITY",Drawings,,medium,,R4.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,setting_work,"MACHINES, WHEELS & CAPABILITY",Setting,>=2,hard,,R5: setting.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,tolerance_band,"MACHINES, WHEELS & CAPABILITY",Tolerance held,>=2,hard,,R5.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,sector_worked,"MACHINES, WHEELS & CAPABILITY",Sector worked,>=2,hard,,R5: sectors.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,surface_finish,"MACHINES, WHEELS & CAPABILITY",Surface finish held,>=5,hard,,"R5: a precision claim, like tolerance."
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,dressing_method,"MACHINES, WHEELS & CAPABILITY",Dressing,>=5,hard,,R5: setup specifics.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,quality_work,,(not printed — matching data),>=5,hard,,R5: specialist screening.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,troubleshooting,,(not printed — matching data),>=5,hard,,R5: specialist screening.
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
cnc_grinding,CNC Grinding Operator,qp_cnc_grinding,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
cam_programmer,CAM Programmer,qp_cam_programming,live,programming_mode,,(mode split — not printed),,easy,,"R1: mandatory. It decides how every later answer is read, and the pack fails closed if it is unanswered."
cam_programmer,CAM Programmer,qp_cam_programming,live,programming_experience,,(tier gate — not printed),,easy,,R1: tier gate.
cam_programmer,CAM Programmer,qp_cam_programming,live,cam_software,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",CAM software,,easy,,§4 calibration.
cam_programmer,CAM Programmer,qp_cam_programming,live,machine_programmed,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",Machines programmed for,,easy,,§4 calibration.
cam_programmer,CAM Programmer,qp_cam_programming,live,controller_brand,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",Controllers posted to,,medium,,§4 calibration.
cam_programmer,CAM Programmer,qp_cam_programming,live,programming_work,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",Programming work,,medium,,§4 calibration.
cam_programmer,CAM Programmer,qp_cam_programming,live,drawing_reading,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",Drawings,,medium,,§4 calibration.
cam_programmer,CAM Programmer,qp_cam_programming,live,cad_model_handling,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",CAD model handling,>=2,hard,,§4 calibration.
cam_programmer,CAM Programmer,qp_cam_programming,live,sector_worked,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",Sector worked,>=2,hard,,§4 calibration.
cam_programmer,CAM Programmer,qp_cam_programming,live,post_processor_work,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",Post-processors,>=5,hard,,R5: specialist.
cam_programmer,CAM Programmer,qp_cam_programming,live,simulation_work,"SOFTWARE, MACHINES PROGRAMMED & CAPABILITY",Simulation,>=5,hard,,R5: specialist.
cam_programmer,CAM Programmer,qp_cam_programming,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
cam_programmer,CAM Programmer,qp_cam_programming,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
cam_programmer,CAM Programmer,qp_cam_programming,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,drafting_experience,,(tier gate — not printed),,easy,,"R1: tier gate. Note this pack's scale: 0 = course only, 1 = under a year."
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,cad_software,"SOFTWARE, DRAWING WORK & CAPABILITY",Software,,easy,,R2: primary software and the headline field.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,cad_modules,"SOFTWARE, DRAWING WORK & CAPABILITY",Modules,,medium,J4,R4: a secondary chip. Under the rank-21/22 reading it would be Easy.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,drawing_work,"SOFTWARE, DRAWING WORK & CAPABILITY",Drawing work,,medium,J4,R4: core competence. Under the section-title reading it would be Easy.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,drawing_standards,"SOFTWARE, DRAWING WORK & CAPABILITY",Standards & detailing,,medium,,"R4: day-to-day detailing (GD&T symbols, title block, BOM)."
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,drawing_type,"SOFTWARE, DRAWING WORK & CAPABILITY",Drawing type,,medium,,R4: what drawings he produces.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,output_produced,"SOFTWARE, DRAWING WORK & CAPABILITY",Output produced,,medium,,R4: day-to-day deliverables.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,sector_drawn,"SOFTWARE, DRAWING WORK & CAPABILITY",Sector worked,>=2,hard,,R5: sectors.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,design_input_source,"SOFTWARE, DRAWING WORK & CAPABILITY",Design input,>=2,hard,,R5: specialist.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,measuring_tools,"SOFTWARE, DRAWING WORK & CAPABILITY",Measuring instruments,>=2,medium,,R4: measuring instruments are Medium in the calibration. Hard's 10-row budget keeps this row (10th of 11).
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,drawing_check_work,"SOFTWARE, DRAWING WORK & CAPABILITY",Drawing checking,>=5,hard,,R5: specialist (checking other people's drawings).
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,design_work,"SOFTWARE, DRAWING WORK & CAPABILITY",Design work,>=5,hard,,R5: specialist.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,cad_training_source,,(not printed — matching data),<=1,medium,J2,A training credential that is never printed. It follows Certificates (Medium).
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=1,easy,J2,A fresher's stand-in for the current-job line (see J2).
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=1,medium,J2,"A credential, so Medium."
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,sector_studied,"SOFTWARE, DRAWING WORK & CAPABILITY",Sector studied,<=1,hard,J2,R5: sectors. Note the ratified fresher page (Pooja Chaudhary) prints this row.
cad_draughtsman,CAD Designer / Draughtsman,qp_cad_drafting,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=1,medium,J2,"Free text, like a job description (Medium)."
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,machining_experience,,(tier gate — not printed),,easy,,R1: tier gate.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,machining_machine,"MACHINES, OPERATIONS & CAPABILITY",Machines,,easy,,R2: primary machines and the headline field.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,machining_level,,Headline — level rung,,easy,J6,R3: the rung is printed in the headline role title.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,machining_operation,"MACHINES, OPERATIONS & CAPABILITY",Operations,,medium,J4,R4: core competence. Under the section-title reading it would be Easy.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,material_worked,"MACHINES, OPERATIONS & CAPABILITY",Materials,,medium,,R4.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,measuring_tools,"MACHINES, OPERATIONS & CAPABILITY",Measuring instruments,,medium,,R4.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,drawing_reading,"MACHINES, OPERATIONS & CAPABILITY",Drawings,,medium,,R4.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,sector_worked,"MACHINES, OPERATIONS & CAPABILITY",Sector worked,,hard,,"R5: sectors. Ungated in this pack, so every worker is asked today."
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,turning_capacity,"MACHINES, OPERATIONS & CAPABILITY",Turning capacity,>=2,hard,,"R5: a machine-size capability, like the turner's advanced_capability."
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,tolerance_band,"MACHINES, OPERATIONS & CAPABILITY",Tolerance held,>=2,hard,,R5.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,setting_operation,,(not printed — matching data),>=2,hard,,R5: setting.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,quality_work,,(not printed — matching data),>=5,hard,,R5.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,troubleshooting,,(not printed — matching data),>=5,hard,,R5.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,tool_grinding,,(not printed — matching data),>=5,hard,,R5: specialist.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,advanced_work,,(not printed — matching data),>=5,hard,,R5: specialist.
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
conventional_machinist,Conventional Machinist,qp_conventional_machining,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,toolroom_experience,,(tier gate — not printed),,easy,,R1: tier gate.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,toolroom_level,,Headline — level rung,,easy,J6,"R3: headline rung (""— Tool Maker"")."
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,tooling_made,"TOOLING, MACHINES & CAPABILITY",Tooling made,,easy,,R2: the headline field.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,toolroom_machine,"TOOLING, MACHINES & CAPABILITY",Machines,,easy,,R2: primary machines.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,tool_steel,"TOOLING, MACHINES & CAPABILITY",Tool steels,,medium,,R4: the materials equivalent.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,toolroom_work,"TOOLING, MACHINES & CAPABILITY",Tool-room work,,medium,J7,"R4: his core daily work. Part of it (clearance and shut-height setting) looks like setting, which is Hard for the turner."
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,measuring_tools,"TOOLING, MACHINES & CAPABILITY",Measuring instruments,,medium,,R4.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,drawing_reading,"TOOLING, MACHINES & CAPABILITY",Drawings,,medium,,R4.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,tolerance_band,"TOOLING, MACHINES & CAPABILITY",Tolerance held,>=2,hard,,R5.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,sector_worked,"TOOLING, MACHINES & CAPABILITY",Sector worked,>=2,hard,,R5.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,edm_work,,(not printed — matching data),>=2,hard,,R5: specialist.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,die_design_work,,(not printed — matching data),>=5,hard,,R5: specialist.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,die_troubleshooting,,(not printed — matching data),>=5,hard,,R5: specialist.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,heat_treatment_work,,(not printed — matching data),>=5,hard,,R5: specialist.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,press_tonnage,,(not printed — matching data),>=5,hard,,R5: specialist.
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
tool_die_maker,Tool & Die Maker,qp_tool_die_making,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
welder,Welder,qp_welding_trade,live,welding_experience,,(tier gate — not printed),,easy,,R1: tier gate.
welder,Welder,qp_welding_trade,live,welding_process,"PROCESSES, POSITIONS & CAPABILITY",Processes,,easy,,R2: the headline field.
welder,Welder,qp_welding_trade,live,welder_level,,Headline — level rung,,easy,J6,"R3: headline rung (""Welder — Certified Welder"")."
welder,Welder,qp_welding_trade,live,welding_equipment,"PROCESSES, POSITIONS & CAPABILITY",Equipment,,easy,,R2: primary machines.
welder,Welder,qp_welding_trade,live,electrode_type,"PROCESSES, POSITIONS & CAPABILITY",Electrodes / wire,,medium,,R4: a secondary chip.
welder,Welder,qp_welding_trade,live,material_worked,"PROCESSES, POSITIONS & CAPABILITY",Materials,,medium,,R4.
welder,Welder,qp_welding_trade,live,welding_position,"PROCESSES, POSITIONS & CAPABILITY",Positions,,medium,J4,"R4: core competence. Under the section-title reading it would be Easy, and 3G/6G is often an employer's first filter."
welder,Welder,qp_welding_trade,live,drawing_reading,"PROCESSES, POSITIONS & CAPABILITY",Drawings,,medium,,R4.
welder,Welder,qp_welding_trade,live,plate_thickness,"PROCESSES, POSITIONS & CAPABILITY",Plate thickness,>=2,hard,,"R5: a capability limit, like tolerance."
welder,Welder,qp_welding_trade,live,inspection_work,"PROCESSES, POSITIONS & CAPABILITY",Inspection,>=2,medium,,R4: the measuring-instruments equivalent.
welder,Welder,qp_welding_trade,live,sector_worked,"PROCESSES, POSITIONS & CAPABILITY",Sector worked,>=2,hard,,R5.
welder,Welder,qp_welding_trade,live,joint_type,,(not printed — matching data),>=5,hard,,R5: specialist.
welder,Welder,qp_welding_trade,live,machine_setting,,(not printed — matching data),>=5,hard,,R5: setting.
welder,Welder,qp_welding_trade,live,weld_defect,,(not printed — matching data),>=5,hard,,R5: troubleshooting.
welder,Welder,qp_welding_trade,live,fabrication_work,,(not printed — matching data),>=5,hard,,R5: specialist.
welder,Welder,qp_welding_trade,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
welder,Welder,qp_welding_trade,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
welder,Welder,qp_welding_trade,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
painter_coating,Painter / Powder Coating,qp_powder_coating,live,coating_experience,,(tier gate — not printed),,easy,,R1: tier gate.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,coating_level,,Headline — level rung,,easy,J6,R3: headline rung.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,coating_process,"PROCESSES, EQUIPMENT & CAPABILITY",Processes,,easy,,R2: the headline field.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,coating_equipment,"PROCESSES, EQUIPMENT & CAPABILITY",Equipment,,easy,,R2: primary equipment.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,coating_material,"PROCESSES, EQUIPMENT & CAPABILITY",Coatings applied,,medium,,R4: the materials equivalent.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,surface_prep,"PROCESSES, EQUIPMENT & CAPABILITY",Surface preparation,,medium,J7,"R4: daily pretreatment work. It ranks 41 (the setting band), and setting is Hard for the turner."
painter_coating,Painter / Powder Coating,qp_powder_coating,live,coating_checks,"PROCESSES, EQUIPMENT & CAPABILITY",Checks performed,,medium,,R4: the measuring-instruments equivalent.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,booth_type,"PROCESSES, EQUIPMENT & CAPABILITY",Booth type,,hard,J8,R5: rank 71 (volunteered depth). Ungated today.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,film_thickness,"PROCESSES, EQUIPMENT & CAPABILITY",Film thickness held,>=2,hard,,"R5: a precision claim, like tolerance."
painter_coating,Painter / Powder Coating,qp_powder_coating,live,sector_worked,"PROCESSES, EQUIPMENT & CAPABILITY",Sector worked,>=2,hard,,R5.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,substrate_worked,,(not printed — matching data),>=2,medium,J8,"R4: the materials equivalent, but never printed."
painter_coating,Painter / Powder Coating,qp_powder_coating,live,gun_setting,,(not printed — matching data),>=5,hard,,R5: setting.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,oven_schedule,,(not printed — matching data),>=5,hard,,R5: specialist.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,coating_defects,,(not printed — matching data),>=5,hard,,R5: troubleshooting.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,colour_change,,(not printed — matching data),>=5,hard,,R5: specialist.
painter_coating,Painter / Powder Coating,qp_powder_coating,live,iti_workshop_machines,WORK HISTORY,Work history — fresher block,<=0,easy,J2,A fresher's stand-in for the current-job line. Without it an Easy fresher's work-history zone is empty (guideline §11 #1).
painter_coating,Painter / Powder Coating,qp_powder_coating,live,trade_test_status,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"A credential, so it follows Certificates (Medium)."
painter_coating,Painter / Powder Coating,qp_powder_coating,live,iti_project_work,WORK HISTORY,Work history — fresher block,<=0,medium,J2,"Free text, so it follows job descriptions (Medium)."
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,sheet_metal_experience,,(tier gate — not printed),,easy,,R1: tier gate.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,sheet_metal_machine,"MACHINES, MATERIALS & CAPABILITY",Machines,,easy,,R2: primary machines and the headline field.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,sheet_metal_level,,Headline — level rung,,easy,J6,R3: headline rung.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,material_worked,"MACHINES, MATERIALS & CAPABILITY",Materials,,medium,J4,"R4: materials are Medium in the calibration, even though the section title names them."
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,sheet_operation,"MACHINES, MATERIALS & CAPABILITY",Operations,,medium,,"R4: core competence (bending, notching, punching)."
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,measuring_tools,"MACHINES, MATERIALS & CAPABILITY",Measuring instruments,,medium,,R4.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,drawing_reading,"MACHINES, MATERIALS & CAPABILITY",Drawings,,medium,,R4.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,sheet_thickness,"MACHINES, MATERIALS & CAPABILITY",Sheet thickness,>=2,hard,,R5: a capability limit.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,nesting_software,"MACHINES, MATERIALS & CAPABILITY",Nesting software,>=2,medium,J8,"R4: the programming equivalent, and the calibration puts programming level in Medium."
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,sector_worked,"MACHINES, MATERIALS & CAPABILITY",Sector worked,>=2,hard,,R5.
sheet_metal_worker,Sheet Metal Worker,qp_sheet_metal_fab,live,press_brake_setting,,(not printed — matching data),>=5,hard,,R5: setting.
